,Open,High,Low,Close,Volume,Adj Close,Returns,MA_5,MA_20,MA_50,BB_Middle,BB_Upper,BB_Lower,BB_Width,RSI,Volume_MA,Volume_Ratio,Volume_Change,Volatility,Gap,Daily_Range,Close_vs_MA20,Close_vs_MA50
2020-01-02 14:30:00,28.299999237060547,28.713333129882812,28.11400032043457,28.68400001525879,142981500,28.68400001525879,,,,,,,,,,,,,,,0.02131794844622731,,
2020-01-03 14:30:00,29.366666793823242,30.266666412353516,29.128000259399414,29.534000396728516,266677500,29.534000396728516,0.02963325829792085,,,,,,,,,,,0.8651189139853757,,0.023799566943288962,0.03909180660579888,,
2020-01-06 14:30:00,29.364667892456055,30.104000091552734,29.333332061767578,30.1026668548584,151995000,30.1026668548584,0.01925463704513497,,,,,,,,,,,-0.4300419045476278,,-0.0057334767386005014,0.0262727748815699,,
2020-01-07 14:30:00,30.760000228881836,31.441999435424805,30.224000930786133,31.270666122436523,268231500,31.270666122436523,0.03880052465815398,,,,,,,,,,,0.7647389716766999,,0.02183638337403145,0.040299049335920975,,
2020-01-08 14:30:00,31.579999923706055,33.232666015625,31.215333938598633,32.80933380126953,467164500,32.80933380126953,0.04920482578812169,30.48013343811035,,,,,,,,,,0.7416466746075685,,0.009892139811105144,0.06462631734116674,,
2020-01-09 14:30:00,33.13999938964844,33.253334045410156,31.524667739868164,32.089332580566406,426606000,32.089332580566406,-0.021945011900097344,31.161199951171874,,,,,,,,,,-0.086818454741317,,0.010078399957213133,0.05483535369211227,,
2020-01-10 14:30:00,32.11933135986328,32.3293342590332,31.579999923706055,31.876667022705078,194392500,31.876667022705078,-0.006627297633174267,31.629733276367187,,,,,,,,,,-0.5443277872322471,,0.0009348520796298062,0.023728129738361654,,
2020-01-13 14:30:00,32.900001525878906,35.04199981689453,32.79999923706055,34.990665435791016,397764000,34.990665435791016,0.09768895885093332,32.60733299255371,,,,,,,,,,1.0461900536286124,,0.03210293292096468,0.06835367780438116,,
2020-01-14 14:30:00,36.284000396728516,36.49399948120117,34.99333190917969,35.861331939697266,434943000,35.861331939697266,0.024882822120200876,33.52546615600586,,,,,,,,,,0.09346999728482208,,0.03696228536467278,0.042884386543020764,,
2020-01-15 14:30:00,35.31733322143555,35.85599899291992,34.452667236328125,34.56666564941406,260532000,34.56666564941406,-0.03610201351305786,33.876932525634764,,,,,,,,,,-0.40099737206944364,,-0.01516950678732406,0.040732165871676655,,
2020-01-16 14:30:00,32.91666793823242,34.297332763671875,32.81133270263672,34.232666015625,326050500,34.232666015625,-0.009662477636014799,34.305599212646484,,,,,,,,,,0.2514796646861037,,-0.04773378282754934,0.0452892320620595,,
2020-01-17 14:30:00,33.840667724609375,34.37799835205078,33.54399871826172,34.03333282470703,204436500,34.03333282470703,-0.005822894156913949,34.736932373046876,,,,,,,,,,-0.3729913004273878,,-0.011451000948529778,0.02486285671526168,,
2020-01-21 14:30:00,35.349998474121094,36.571998596191406,35.227333068847656,36.47999954223633,267052500,36.47999954223633,0.07189030619278935,35.03479919433594,,,,,,,,,,0.30628581491074236,,0.03868753190278821,0.038171085069532804,,
2020-01-22 14:30:00,38.125999450683594,39.633331298828125,37.27333450317383,37.97066879272461,470535000,37.97066879272461,0.04086264444061727,35.45666656494141,,,,,,,81.3569301168251,,,0.7619569185834245,,0.04512061209160753,0.06331595568551407,,
2020-01-23 14:30:00,37.616668701171875,38.79999923706055,37.040000915527344,38.14666748046875,294765000,38.14666748046875,0.004635122144013071,36.17266693115234,,,,,,,81.57590742586716,,,-0.3735535082406197,,-0.009322988053888656,0.04751615221465622,,
2020-01-24 14:30:00,38.04199981689453,38.25733184814453,36.95066833496094,37.654666900634766,215304000,37.654666900634766,-0.012897603180825445,36.8570671081543,,,,,,,77.76106525672918,,,-0.269574067477482,,-0.002743821950575605,0.03536237832936006,,
2020-01-27 14:30:00,36.132667541503906,37.62933349609375,35.95199966430664,37.201332092285156,204121500,37.201332092285156,-0.012039272835579595,37.49066696166992,,,,,,,74.46016039656304,,,-0.05193818972243902,,-0.04041993952959924,0.04665481329130008,,
2020-01-28 14:30:00,37.89933395385742,38.45399856567383,37.2053337097168,37.793331146240234,176827500,37.793331146240234,0.015913383222044608,37.753333282470706,,,,,,,73.40445146232867,,,-0.1337144788765514,,0.018762819025962187,0.033561447552099805,,
2020-01-29 14:30:00,38.37933349609375,39.31999969482422,37.82866668701172,38.732666015625,267022500,38.732666015625,0.024854513769903885,37.90573272705078,,,,,,,72.20916202344657,,,0.510073376595835,,0.015505443211290267,0.03942335637022443,,
2020-01-30 14:30:00,42.16133117675781,43.391998291015625,41.20000076293945,42.72066879272461,435085500,42.72066879272461,0.10296225866535558,38.820532989501956,34.837566471099855,,34.837566471099855,42.04525919489658,27.62987374730313,0.4137885308249645,82.01566238901404,293624400.0,1.48177569711509,0.6293963991798444,,0.08852127968030053,0.05320382251176885,0.22628165857004756,
2020-01-31 14:30:00,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,43.371334075927734,0.015230690473505337,39.96386642456055,35.5719331741333,,35.5719331741333,43.12440762008343,28.01945872818317,0.4246310937884047,83.72583878705719,298264800.0,0.7905374687190712,-0.45806169132274,0.03762204182708263,-0.0012640451570220717,0.03237842868629235,0.2192571560172022,
2020-02-03 14:30:00,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,52.0,0.19894859376394902,42.92360000610351,36.69523315429687,,36.69523315429687,46.73859256522831,26.651873743365435,0.5473931378880147,87.70467252987144,320229675.0,2.204589565286228,1.9940900676238762,0.05470940731907642,0.03553804091372251,0.16721105906530798,0.41707779267539546,
2020-02-04 14:30:00,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,59.137332916259766,0.13725640223576474,47.19240036010742,38.14696645736694,,38.14696645736694,51.8902013011957,24.403731613538184,0.7205414280681113,90.37794033370876,358334025.0,2.550921587756005,0.2947795601827261,0.059630940359030986,0.13199996948242188,0.16202575579445677,0.5502499519156172,
2020-02-05 14:30:00,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,48.97999954223633,-0.1717583947927872,49.24186706542969,39.032433128356935,,39.032433128356935,53.186126854046876,24.878739402666994,0.7252273348753823,69.12326519374207,381240300.0,1.9052471630097867,-0.205369977748167,0.07555364102909569,-0.07192299408282421,0.2014884097099002,0.2548538642509713,
2020-02-06 14:30:00,46.66133117675781,53.05533218383789,45.79999923706055,49.930667877197266,598212000,49.930667877197266,0.01940931694254422,50.68386688232422,39.88849983215332,,39.88849983215332,54.52041174997742,25.256587914329224,0.7336406222040773,70.49240182972382,387792675.0,1.5426077864931307,-0.17642151173596454,0.07535249379804754,-0.047339085078575524,0.15841338575626998,0.25175597195433136,
2020-02-07 14:30:00,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500,49.871334075927734,-0.001188323805631053,51.98386688232422,40.77759990692139,,40.77759990692139,55.57419276597243,25.981007047870346,0.725721616418113,70.75100702813022,379260000.0,0.6748734377471919,-0.5721374696595856,0.07482919114343636,-0.024580746083073413,0.054452006341280834,0.22300807771334333,
2020-02-10 14:30:00,53.33333206176758,54.66600036621094,50.15999984741211,51.41866683959961,370338000,51.41866683959961,0.031026496329857656,51.86760025024414,41.754699897766116,,41.754699897766116,56.65699376950002,26.85240602603221,0.7138019867570012,70.04508308912217,388057275.0,0.9543385058300994,0.4469012805110324,0.0744664451717041,0.06941859587251159,0.08983254650131951,0.23144620762441445,
2020-02-11 14:30:00,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,51.62533187866211,0.004019260937028868,50.36520004272461,42.586433219909665,,42.586433219909665,57.75366819432899,27.419198245490342,0.7123036059910488,68.97605409563943,376942200.0,0.46548913865308794,-0.5262098407400807,0.0726982380978813,-0.0032284066548978253,0.03365438691448108,0.21224831420083923,
